Age,Attrition,Business_travel,Daily_rate,Distance_from_home,Education,Education_field,Employee_count,Employee_number,Environment_satisfaction,Gender,Hourly_rate,Job_involvement,Job_level,Job_role,Job_satisfaction,Marital_status,Monthly_rate,Num_companies_worked,Over_18,Over_time,Percent_salary_hike,Performance_rating,Relationship_satisfaction,Stock_option_level,Total_working_years,Training_times_last_year,Work_life_balance,Years_at_company,Years_since_last_promotion,Years_with_curr_manager,Date_birth,Remote_work,Employee_satisfaction,Group_test
39,No,Unknown,117.0,10.0,1,Unknown,1.0,429,3,Male,99.0,3,4,Manager,1,Married,5355.0,1,Unknown,Unknown,14.0,3.15,4,0,21.0,3,3.0,21,11,10,1984,Yes,2.67,B
31,No,Unknown,798.0,7.0,2,Unknown,1.0,Unknown,3,Female,48.0,2,3,Manufacturing director,3,Married,14034.0,1,Unknown,No,24.0,4.0,1,1,10.0,2,3.0,10,8,9,1992,No,2.33,B
39,No,Unknown,672.0,7.0,2,Unknown,1.0,444,3,Male,54.0,2,5,Manager,4,Married,21141.0,1,Yes,Unknown,15.0,3.0,1,1,11.32,2,3.0,21,13,3,1984,Unknown,2.67,B
45,No,Travel_rarely,549.0,8.0,4,Unknown,1.0,452,4,Male,75.0,3,2,Research scientist,4,Unknown,9278.0,9,Yes,No,14.0,3.0,1,2,12.0,3,3.0,10,9,8,1978,Unknown,3.0,A
30,No,Travel_rarely,570.0,5.0,3,Marketing,1.0,456,4,Female,30.0,2,2,Sales executive,3,Unknown,5431.0,1,Unknown,Unknown,13.0,3.0,3,3,10.0,2,3.0,10,1,2,1993,Yes,3.33,A
31,No,Unknown,1232.0,7.0,4,Medical,1.0,Unknown,3,Female,39.0,3,3,Manufacturing director,4,Unknown,25713.0,1,Yes,Unknown,14.0,3.0,3,0,11.0,2,2.0,11,4,10,1992,No,3.33,A
36,No,Unknown,541.0,3.0,4,Medical,1.0,481,1,Male,48.0,2,3,Sales executive,4,Married,7246.0,4,Yes,No,11.0,3.0,1,1,16.0,2,3.0,13,1,12,1987,Unknown,2.0,B
36,No,Travel_rarely,164.0,2.0,2,Unknown,1.0,513,2,Male,61.0,2,3,Sales executive,3,Married,3809.0,1,Unknown,Unknown,13.0,3.0,2,2,10.0,2,3.0,10,9,0,1987,Unknown,2.33,B
55,No,Travel_rarely,1117.0,18.0,5,Unknown,1.0,597,1,Female,83.0,3,4,Manager,2,Single,9873.0,3,Yes,No,23.0,4.0,4,0,37.0,2,3.0,10,7,7,1968,Yes,2.33,B
35,No,Unknown,619.0,1.0,3,Unknown,1.0,600,2,Male,85.0,3,2,Sales executive,3,Unknown,18659.0,9,Yes,Unknown,11.0,3.0,3,0,15.0,2,3.0,11,6,9,1988,Yes,2.67,B
42,No,Travel_rarely,319.0,24.0,3,Medical,1.0,Unknown,4,Male,56.0,3,3,Manufacturing director,1,Married,6950.0,1,Unknown,Unknown,21.0,4.0,4,1,10.0,5,2.0,10,5,8,1981,No,3.0,A
52,No,Travel_rarely,956.0,6.0,2,Unknown,1.0,630,4,Male,78.0,3,2,Research scientist,1,Divorced,22087.0,3,Yes,Yes,12.0,3.15,2,2,18.0,3,3.0,10,6,9,1971,Yes,2.33,B
49,No,Unknown,1245.0,18.0,4,Life sciences,1.0,638,4,Male,58.0,2,5,Research director,3,Unknown,2125.0,1,Unknown,Yes,17.0,3.0,3,1,11.32,5,3.0,31,0,9,1974,Yes,3.33,A
34,No,Travel_rarely,1397.0,1.0,5,Unknown,1.0,683,2,Male,42.0,3,1,Research scientist,4,Married,7660.0,1,Unknown,No,12.0,3.0,4,1,11.32,4,2.0,10,8,8,1989,Yes,3.33,A
33,Yes,Travel_rarely,527.0,1.0,4,Other,1.0,780,4,Male,63.0,3,1,Research scientist,4,Single,5207.0,1,Yes,Unknown,13.0,3.0,3,0,10.0,2,2.0,10,7,8,1990,No,3.67,A
33,No,Unknown,213.0,7.0,3,Medical,1.0,817,3,Male,49.0,3,3,Research director,3,Married,25995.0,0,Unknown,No,11.0,3.0,4,0,11.32,3,4.0,13,3,7,1990,Unknown,3.33,A
53,No,Travel_rarely,802.09,23.0,4,Unknown,1.0,901,4,Female,72.0,3,4,Research director,4,Unknown,20206.0,6,Yes,No,18.0,3.0,3,0,33.0,0,3.0,12,3,8,1970,Yes,3.67,A
49,No,Travel_rarely,527.0,8.0,2,Other,1.0,944,1,Female,51.0,3,3,Laboratory technician,2,Married,22477.0,4,Unknown,Unknown,11.0,3.0,3,1,29.0,3,2.0,26,1,7,1974,No,2.0,B
35,No,Unknown,882.0,21.0,4,Unknown,1.0,984,2,Male,66.03,3,3,Sales executive,4,Unknown,6812.0,6,Yes,Unknown,13.0,3.0,2,1,11.32,2,3.0,10,0,8,1988,No,2.67,B
38,No,Travel_rarely,330.0,17.0,1,Life sciences,1.0,1088,3,Female,65.0,2,3,Healthcare representative,3,Married,24608.0,0,Unknown,Unknown,18.0,3.0,1,1,20.0,4,2.0,19,1,9,1985,No,2.33,B
46,No,Unknown,406.0,3.0,1,Marketing,1.0,1124,1,Male,66.03,3,4,Manager,3,Married,15596.0,3,Yes,No,12.0,3.0,4,1,11.32,3,3.0,12,4,9,1977,No,2.67,B
36,No,Non-travel,217.0,18.0,4,Unknown,1.0,Unknown,1,Male,78.0,3,2,Manufacturing director,4,Single,23238.0,2,Yes,Unknown,20.0,4.0,1,0,18.0,0,3.0,11,0,9,1987,No,2.0,B
42,Yes,Travel_frequently,481.0,15.0,3,Life sciences,1.0,1167,1,Male,44.0,3,4,Sales executive,1,Single,2447.0,0,Unknown,Unknown,12.0,3.15,2,0,11.32,2,2.0,21,13,14,1981,Yes,1.33,B
34,No,Travel_frequently,669.0,1.0,3,Unknown,1.0,1184,4,Male,97.0,2,2,Healthcare representative,1,Single,25755.0,0,Unknown,No,20.0,4.0,3,0,14.0,3,3.0,13,4,9,1989,Yes,2.67,B
30,No,Travel_rarely,1465.0,1.0,3,Medical,1.0,Unknown,4,Male,63.0,3,1,Research scientist,2,Unknown,9369.0,0,Unknown,Yes,21.0,4.0,1,1,12.0,2,3.0,11,5,7,1993,Yes,2.33,B
54,No,Travel_rarely,685.0,3.0,3,Life sciences,1.0,Unknown,4,Male,85.0,3,4,Research director,4,Married,23474.0,3,Unknown,No,14.0,3.0,1,0,36.0,2,3.0,10,0,9,1969,Yes,3.0,A
31,No,Travel_rarely,1062.0,24.0,3,Medical,1.0,1252,3,Female,96.0,2,2,Healthcare representative,1,Single,17198.0,1,Unknown,No,19.0,3.15,2,0,10.0,2,3.0,10,1,8,1992,No,2.0,B
44,No,Unknown,1099.0,5.0,3,Unknown,1.0,1267,2,Male,88.0,3,5,Manager,2,Married,8751.0,7,Unknown,No,11.0,3.0,3,1,26.0,5,3.0,22,3,10,1979,Unknown,2.33,B
55,No,Non-travel,177.0,8.0,1,Unknown,1.0,1278,4,Male,37.0,2,4,Healthcare representative,2,Divorced,25592.0,1,Yes,Yes,15.0,3.0,4,1,11.32,3,3.0,33,15,0,1968,No,3.33,A
44,No,Travel_rarely,1199.0,4.0,2,Life sciences,1.0,1288,3,Male,92.0,4,5,Manager,1,Divorced,17477.0,1,Yes,No,14.0,3.0,4,2,11.32,4,2.0,25,14,13,1979,No,2.67,B
34,No,Travel_frequently,648.0,11.0,3,Life sciences,1.0,Unknown,3,Male,56.0,2,2,Human resources,2,Unknown,21833.0,4,Yes,No,11.0,3.0,4,2,14.0,5,4.0,10,1,8,1989,Yes,3.0,A
39,No,Unknown,412.0,13.0,4,Unknown,1.0,1307,3,Female,94.0,2,4,Manager,2,Divorced,17334.0,6,Unknown,Yes,13.0,3.0,4,2,11.32,4,3.0,19,15,2,1984,No,3.0,A
55,No,Travel_rarely,282.0,2.0,2,Medical,1.0,1336,4,Female,58.0,1,5,Manager,3,Unknown,6992.0,4,Yes,Unknown,14.0,3.15,4,1,23.0,5,3.0,19,9,11,1968,Unknown,3.67,A
51,No,Unknown,770.0,5.0,3,Life sciences,1.0,1352,3,Male,84.0,3,4,Manager,2,Unknown,17588.0,1,Yes,Unknown,11.0,3.0,2,1,11.32,2,3.0,33,0,10,1972,Unknown,2.33,B
58,Yes,Unknown,601.0,14.0,4,Medical,1.0,1360,1,Female,53.0,2,3,Manufacturing director,1,Married,12023.0,7,Yes,Unknown,14.0,3.0,4,0,11.32,0,2.0,10,5,9,1965,Unknown,2.0,B
48,No,Unknown,855.0,4.0,3,Life sciences,1.0,Unknown,4,Male,54.0,3,3,Manufacturing director,4,Single,18706.0,1,Yes,No,11.0,3.0,3,0,11.0,2,3.0,10,0,8,1975,Yes,3.67,A
29,No,Travel_rarely,332.0,17.0,3,Unknown,1.0,1419,2,Male,51.0,2,3,Human resources,1,Single,9769.0,1,Yes,Unknown,13.0,3.0,1,0,11.32,3,2.0,10,0,9,1994,No,1.33,B
34,No,Unknown,1326.0,3.0,3,Other,1.0,1478,4,Male,81.0,1,2,Sales executive,1,Single,15891.0,3,Unknown,No,18.0,3.15,4,0,15.0,2,3.0,13,3,12,1989,Yes,3.0,A
42,No,Travel_frequently,748.0,9.0,2,Unknown,1.0,1480,1,Female,74.0,3,1,Laboratory technician,4,Unknown,16458.0,1,Unknown,Unknown,13.0,3.0,3,0,12.0,3,3.0,12,5,8,1981,Yes,2.67,B
57,No,Travel_rarely,405.0,1.0,2,Life sciences,1.0,Unknown,2,Male,93.0,4,2,Research scientist,3,Married,2721.0,0,Unknown,No,24.0,4.0,1,1,13.0,2,2.0,12,2,8,1966,Unknown,2.0,B
34,Yes,Travel_rarely,790.0,24.0,4,Unknown,1.0,1489,1,Female,40.0,2,2,Sales executive,2,Single,7815.0,0,Yes,Yes,23.0,4.0,3,0,16.0,2,4.0,15,10,10,1989,No,2.0,B
54,No,Travel_frequently,1050.0,11.0,4,Medical,1.0,1520,2,Female,87.0,3,4,Manager,4,Unknown,24456.0,3,Yes,No,20.0,3.15,1,1,26.0,2,3.0,14,1,12,1969,Yes,2.33,B
34,No,Travel_rarely,971.0,1.0,3,Unknown,1.0,1535,4,Male,64.0,2,3,Sales executive,3,Unknown,12288.0,1,Yes,Unknown,14.0,3.0,4,0,11.32,3,3.0,10,8,6,1989,No,3.67,A
29,No,Unknown,1370.0,3.0,1,Medical,1.0,1586,2,Male,87.0,3,1,Laboratory technician,1,Single,16213.0,1,Unknown,Unknown,18.0,3.0,4,0,11.32,3,2.76,10,1,5,1994,Unknown,2.33,B
35,No,Travel_rarely,750.0,28.0,3,Life sciences,1.0,1596,2,Male,46.0,4,2,Laboratory technician,3,Unknown,25348.0,1,Unknown,Unknown,17.0,3.15,4,2,11.32,3,2.0,10,6,8,1988,Unknown,3.0,A
35,Yes,Unknown,880.0,12.0,4,Other,1.0,1667,4,Male,36.0,3,2,Sales executive,4,Unknown,10414.0,3,Unknown,Unknown,24.0,4.0,1,0,13.0,2,4.0,11,6,7,1988,Unknown,3.0,A
34,No,Travel_rarely,678.0,19.0,3,Life sciences,1.0,1701,2,Female,35.0,2,1,Research scientist,4,Married,20338.0,1,Unknown,No,12.0,3.0,2,0,10.0,3,3.0,10,8,7,1989,Yes,2.67,B
43,No,Unknown,1179.0,2.0,3,Unknown,1.0,1706,4,Male,73.0,3,2,Sales executive,4,Unknown,6069.0,1,Yes,Yes,17.0,3.0,1,1,10.0,3,3.0,10,8,8,1980,No,3.0,A
58,No,Non-travel,350.0,2.0,3,Medical,1.0,Unknown,2,Male,52.0,3,4,Manager,2,Divorced,22577.0,4,Unknown,No,22.0,4.0,4,1,37.0,0,2.0,16,14,14,1965,Yes,2.67,B
36,No,Travel_rarely,1266.0,14.0,4,Unknown,1.0,Unknown,1,Female,63.0,2,2,Sales executive,3,Married,6060.0,1,Unknown,Yes,13.0,3.0,1,1,10.0,4,3.0,10,1,7,1987,No,1.67,B
43,No,Travel_rarely,574.0,11.0,3,Life sciences,1.0,1971,1,Male,30.0,3,3,Healthcare representative,3,Married,16873.0,1,Yes,Unknown,17.0,3.0,2,1,10.0,1,3.0,10,0,9,1980,Yes,2.0,B
55,No,Unknown,189.0,26.0,4,Human resources,1.0,Unknown,3,Male,71.0,4,5,Manager,2,Married,25811.0,4,Unknown,Yes,18.0,3.0,1,1,35.0,0,3.0,10,1,4,1968,Yes,2.0,B
42,No,Unknown,802.09,23.0,2,Unknown,1.0,1976,4,Male,37.0,2,2,Research scientist,3,Single,14811.0,1,Yes,Unknown,12.0,3.0,4,0,20.0,2,3.0,20,3,7,1981,Unknown,3.67,A
40,No,Unknown,692.0,11.0,3,Technical degree,1.0,1985,4,Female,73.0,3,2,Laboratory technician,3,Married,26849.0,1,Unknown,Unknown,11.0,3.15,1,1,10.0,2,4.0,10,9,4,1983,Unknown,2.67,B
56,Yes,Unknown,310.0,7.0,2,Technical degree,1.0,2032,4,Male,72.0,3,1,Laboratory technician,3,Married,3666.0,8,Yes,No,11.0,3.0,4,1,14.0,4,1.0,10,9,8,1967,Yes,3.67,A
39,No,Travel_rarely,722.0,33.0,1,Marketing,1.0,2056,3,Female,60.0,2,4,Sales executive,4,Unknown,8828.0,0,Yes,Unknown,11.0,3.0,1,1,11.32,2,2.0,20,9,6,1984,Yes,2.67,B
53,No,Travel_rarely,1219.0,2.0,4,Life sciences,1.0,Unknown,1,Female,78.0,2,4,Manager,4,Married,22021.0,2,Unknown,No,16.0,3.0,3,0,11.32,3,3.0,25,3,7,1970,Yes,2.67,B
27,No,Travel_frequently,994.0,8.0,3,Unknown,1.0,Unknown,4,Male,37.0,3,3,Sales executive,3,Single,2975.0,1,Yes,No,15.0,3.0,4,0,9.0,0,3.0,9,1,7,1996,No,3.67,A
30,No,Travel_frequently,721.0,1.0,2,Unknown,1.0,57,3,Female,58.0,3,2,Laboratory technician,4,Unknown,10781.0,1,Unknown,Unknown,23.0,4.0,4,0,12.0,2,2.76,12,3,7,1993,Yes,3.67,A
35,No,Unknown,853.0,18.0,5,Life sciences,1.0,Unknown,2,Male,71.0,3,3,Sales executive,1,Married,11031.0,1,Yes,Unknown,22.0,4.0,4,1,9.0,3,2.0,9,1,8,1988,Unknown,2.33,B
32,No,Travel_rarely,427.0,1.0,3,Medical,1.0,78,1,Male,66.03,3,2,Manufacturing director,4,Married,10877.0,1,Unknown,Yes,22.0,4.0,2,1,9.0,3,3.0,9,7,8,1991,Yes,2.33,B
30,No,Travel_rarely,852.0,1.0,1,Life sciences,1.0,104,4,Male,55.0,2,2,Laboratory technician,4,Married,15998.0,1,Unknown,Unknown,12.0,3.0,3,2,11.32,1,2.76,10,3,0,1993,No,3.67,A
46,Yes,Unknown,669.0,9.0,2,Medical,1.0,118,3,Male,64.0,2,3,Sales executive,4,Unknown,13596.0,1,Unknown,No,16.0,3.0,4,0,9.0,3,3.0,9,4,7,1977,No,3.67,A
30,No,Travel_rarely,1334.0,4.0,2,Unknown,1.0,121,3,Female,63.0,2,2,Sales executive,2,Unknown,19760.0,1,Unknown,Yes,12.0,3.0,2,3,11.0,4,2.0,11,2,7,1993,No,2.33,B
32,No,Unknown,1093.0,6.0,4,Unknown,1.0,125,2,Male,87.0,3,2,Sales executive,3,Single,24301.0,1,Yes,No,16.0,3.0,1,0,12.0,0,3.0,11,5,7,1991,Yes,2.0,B
35,No,Travel_rarely,802.09,37.0,5,Marketing,1.0,Unknown,3,Male,94.0,3,3,Sales executive,2,Married,11439.0,1,Yes,Unknown,13.0,3.0,1,2,11.32,3,3.0,10,0,6,1988,No,2.0,B
32,No,Unknown,967.0,8.0,3,Marketing,1.0,207,2,Female,43.0,3,3,Sales executive,4,Single,15589.0,1,Yes,Unknown,14.0,3.0,4,0,9.0,2,3.0,9,3,7,1991,Yes,3.33,A
41,No,Travel_rarely,465.0,34.0,3,Life sciences,1.0,227,1,Male,56.0,3,1,Research scientist,3,Divorced,4609.0,4,Yes,No,12.0,3.0,1,1,11.32,2,3.0,9,1,8,1982,Yes,1.67,B
40,No,Travel_rarely,989.0,4.0,1,Medical,1.0,253,4,Female,46.0,3,5,Manager,3,Unknown,6499.0,1,Unknown,No,14.0,3.0,2,1,21.0,2,3.0,20,9,9,1983,No,3.0,A
45,No,Unknown,1195.0,2.0,2,Unknown,1.0,264,1,Male,65.0,2,4,Manager,4,Married,20462.0,9,Yes,No,23.0,4.0,4,1,22.0,1,3.0,20,11,8,1978,Yes,3.0,A
32,Yes,Travel_rarely,1045.0,4.0,4,Unknown,1.0,291,4,Male,32.0,1,3,Sales executive,4,Married,25812.0,1,Unknown,No,11.0,3.0,3,0,14.0,2,2.0,14,9,8,1991,No,3.67,A
30,No,Non-travel,829.0,1.0,1,Life sciences,1.0,292,3,Male,88.0,2,3,Manufacturing director,3,Unknown,20925.0,1,Unknown,No,22.0,4.0,3,0,11.32,2,3.0,11,5,8,1993,Yes,3.0,A
37,No,Unknown,663.0,11.0,3,Unknown,1.0,306,2,Male,47.0,3,3,Research director,4,Unknown,10056.0,1,Unknown,Unknown,14.0,3.0,3,3,11.32,1,3.0,10,0,7,1986,Unknown,3.0,A
37,No,Unknown,319.0,4.0,4,Unknown,1.0,Unknown,1,Male,41.0,3,1,Sales representative,4,Divorced,2539.0,4,Unknown,No,17.0,3.0,3,1,13.0,2,3.0,9,5,8,1986,No,2.67,B
40,No,Unknown,1300.0,24.0,2,Technical degree,1.0,335,1,Male,62.0,3,2,Research scientist,4,Unknown,24447.0,1,Yes,No,17.0,3.0,1,2,11.32,3,3.0,9,4,7,1983,No,2.0,B
36,No,Non-travel,1105.0,24.0,4,Unknown,1.0,Unknown,2,Female,47.0,3,2,Laboratory technician,2,Married,6927.0,7,Unknown,Unknown,15.0,3.0,3,1,11.0,3,3.0,9,0,8,1987,Unknown,2.33,B
32,No,Travel_rarely,906.0,7.0,3,Life sciences,1.0,420,4,Male,91.0,2,2,Sales executive,3,Married,16985.0,1,Yes,Unknown,14.0,3.0,3,1,13.0,3,2.0,13,4,8,1991,Unknown,3.33,A
38,No,Unknown,849.0,25.0,2,Life sciences,1.0,421,1,Female,81.0,2,3,Research director,2,Unknown,26707.0,3,Yes,Unknown,17.0,3.0,3,1,11.32,2,3.0,10,0,1,1985,Yes,2.0,B
30,No,Travel_rarely,1275.0,28.0,2,Unknown,1.0,441,4,Female,64.0,3,2,Research scientist,4,Married,11934.0,1,Unknown,No,13.0,3.0,4,2,11.0,2,3.0,10,1,9,1993,Yes,4.0,A
39,No,Unknown,1218.0,1.0,1,Unknown,1.0,531,2,Male,52.0,3,5,Manager,3,Unknown,8213.0,1,Unknown,Unknown,14.0,3.0,3,1,21.0,3,3.0,21,1,6,1984,Unknown,2.67,B
60,No,Unknown,422.0,7.0,3,Life sciences,1.0,549,1,Female,41.0,3,5,Manager,1,Unknown,3854.0,5,Unknown,No,11.0,3.0,4,0,33.0,5,1.0,29,11,10,1963,Unknown,2.0,B
30,No,Unknown,1398.0,22.0,4,Other,1.0,567,3,Female,69.0,3,3,Sales executive,1,Unknown,2890.0,0,Unknown,Unknown,11.0,3.0,3,0,10.0,3,3.0,9,7,8,1993,Unknown,2.33,B
31,No,Travel_rarely,1274.0,9.0,1,Unknown,1.0,581,3,Male,66.03,3,3,Manufacturing director,2,Divorced,14394.0,1,Yes,No,25.0,4.0,4,1,11.32,6,4.0,13,0,8,1992,Yes,3.0,A
33,Yes,Unknown,1076.0,3.0,3,Life sciences,1.0,702,1,Male,70.0,3,1,Research scientist,1,Single,3164.0,1,Yes,Yes,11.0,3.0,1,0,11.32,3,3.0,10,9,7,1990,No,1.0,B
50,No,Unknown,1207.0,28.0,1,Medical,1.0,716,4,Male,74.0,4,1,Laboratory technician,3,Married,3297.0,1,Yes,Yes,11.0,3.15,3,3,20.0,3,3.0,20,3,8,1973,Yes,3.33,A
32,No,Unknown,430.0,24.0,4,Life sciences,1.0,772,1,Male,80.0,3,2,Laboratory technician,4,Unknown,21146.0,1,Unknown,No,15.0,3.15,4,2,10.0,2,3.0,10,4,7,1991,Yes,3.0,A
42,No,Unknown,933.0,29.0,3,Unknown,1.0,836,2,Male,98.0,3,2,Manufacturing director,2,Unknown,11806.0,1,Unknown,Unknown,13.0,3.0,4,1,10.0,3,2.0,9,7,8,1981,Unknown,2.67,B
49,Yes,Unknown,1184.0,11.0,3,Marketing,1.0,840,3,Female,43.0,3,3,Sales executive,4,Married,5860.0,1,Unknown,No,18.0,3.0,1,2,11.32,3,4.0,9,7,7,1974,No,2.67,B
27,No,Unknown,802.09,5.0,1,Unknown,1.0,844,3,Male,42.0,2,3,Research director,4,Divorced,8842.0,1,Unknown,Unknown,16.0,3.0,2,1,11.32,3,3.0,9,0,8,1996,Yes,3.0,A
33,No,Travel_rarely,586.0,1.0,3,Medical,1.0,Unknown,1,Male,48.0,4,2,Sales executive,1,Divorced,21816.0,1,Yes,Unknown,22.0,3.15,1,1,9.0,5,3.0,9,0,8,1990,Yes,1.0,B
52,No,Unknown,890.0,26.0,4,Unknown,1.0,867,3,Female,81.0,2,4,Manufacturing director,4,Married,19028.0,3,Yes,No,22.0,4.0,3,0,31.0,3,3.0,9,0,0,1971,No,3.33,A
32,No,Unknown,379.0,5.0,2,Life sciences,1.0,889,2,Male,48.0,3,2,Sales executive,2,Unknown,8891.0,1,Unknown,No,14.0,3.0,4,1,10.0,3,3.0,10,5,3,1991,Yes,2.67,B
36,No,Unknown,1425.0,14.0,1,Life sciences,1.0,924,3,Male,68.0,3,2,Healthcare representative,4,Unknown,4821.0,0,Yes,Unknown,17.0,3.0,1,1,11.32,2,2.0,16,4,11,1987,No,2.67,B
31,No,Non-travel,1188.0,20.0,2,Unknown,1.0,Unknown,4,Female,45.0,3,2,Sales executive,3,Unknown,24406.0,1,Unknown,Unknown,13.0,3.0,4,1,11.32,2,2.0,9,0,0,1992,No,3.67,A
36,No,Travel_rarely,938.0,2.0,4,Medical,1.0,Unknown,3,Male,79.0,3,1,Laboratory technician,3,Single,12287.0,4,Yes,No,21.0,4.0,3,0,11.32,6,3.0,11,3,9,1987,Unknown,3.0,A
52,No,Unknown,1053.0,1.0,2,Life sciences,1.0,976,4,Male,70.0,3,4,Manager,4,Married,13829.0,2,Unknown,Unknown,15.0,3.0,2,1,26.0,2,2.76,9,7,8,1971,Yes,3.33,A
33,No,Non-travel,722.0,17.0,3,Unknown,1.0,992,4,Male,38.0,3,4,Manager,3,Single,20489.0,1,Unknown,Unknown,11.0,3.0,4,0,10.0,2,3.0,10,6,0,1990,No,3.67,A
45,No,Non-travel,248.0,23.0,2,Life sciences,1.0,1002,4,Male,42.0,3,2,Laboratory technician,1,Unknown,14039.0,1,Unknown,Yes,15.0,3.0,3,1,9.0,2,3.0,9,0,8,1978,Yes,2.67,B
36,No,Travel_rarely,796.0,12.0,5,Unknown,1.0,1073,4,Female,51.0,2,3,Manufacturing director,4,Unknown,15669.0,0,Yes,Unknown,11.0,3.0,2,0,15.0,2,2.0,14,7,8,1987,Yes,3.33,A
49,No,Unknown,174.0,8.0,4,Unknown,1.0,1138,4,Male,56.0,2,4,Sales executive,2,Unknown,11879.0,6,Yes,Unknown,17.0,3.0,2,1,22.0,3,3.0,9,2,3,1974,No,2.67,B
29,Yes,Unknown,408.0,23.0,1,Unknown,1.0,Unknown,4,Female,45.0,2,3,Sales executive,1,Unknown,11162.0,1,Yes,Unknown,13.0,3.15,1,1,11.0,3,1.0,11,3,10,1994,Unknown,2.0,B
29,No,Unknown,802.09,6.0,1,Unknown,1.0,1192,2,Female,54.0,3,1,Laboratory technician,4,Married,26342.0,1,Unknown,Unknown,13.0,3.0,1,1,11.32,5,3.0,10,0,8,1994,No,2.33,B
37,No,Unknown,977.0,1.0,3,Life sciences,1.0,1196,4,Female,56.0,2,2,Manufacturing director,4,Married,9961.0,1,Yes,Unknown,13.0,3.0,2,1,14.0,2,2.0,14,3,11,1986,Yes,3.33,A
33,No,Travel_rarely,536.0,10.0,5,Unknown,1.0,Unknown,4,Male,82.0,4,3,Sales executive,3,Unknown,21708.0,0,Yes,Unknown,14.0,3.0,4,2,11.32,3,3.0,9,0,8,1990,Yes,3.67,A
34,No,Travel_frequently,135.0,19.0,3,Medical,1.0,Unknown,3,Female,46.0,3,2,Laboratory technician,2,Divorced,22534.0,4,Unknown,No,13.0,3.0,3,2,15.0,2,4.0,11,5,10,1989,Unknown,2.67,B
28,No,Non-travel,1476.0,1.0,3,Unknown,1.0,1315,3,Female,55.0,1,2,Laboratory technician,4,Married,16392.0,0,Unknown,No,11.0,3.0,1,3,10.0,6,3.0,9,7,5,1995,Yes,2.67,B
31,No,Non-travel,587.0,2.0,4,Unknown,1.0,1324,4,Female,57.0,3,3,Sales executive,3,Unknown,8935.0,1,Unknown,Yes,19.0,3.0,1,1,10.0,5,2.0,10,9,6,1992,Unknown,2.67,B
42,No,Non-travel,495.0,2.0,1,Life sciences,1.0,1334,3,Male,66.03,3,4,Manager,3,Unknown,26582.0,0,Unknown,Yes,13.0,3.15,4,0,21.0,3,2.0,20,2,10,1981,No,3.33,A
40,No,Travel_rarely,523.0,2.0,3,Life sciences,1.0,1346,3,Male,98.0,3,2,Research scientist,4,Single,22455.0,1,Unknown,Unknown,13.0,3.0,3,0,9.0,4,3.0,9,8,8,1983,Unknown,3.33,A
34,No,Unknown,507.0,15.0,2,Medical,1.0,1356,3,Female,66.0,3,2,Sales executive,1,Single,23553.0,1,Yes,Unknown,12.0,3.0,4,0,11.32,6,4.0,10,9,6,1989,Yes,2.67,B
58,No,Travel_rarely,1055.0,1.0,3,Unknown,1.0,1423,4,Female,76.0,3,5,Research director,1,Unknown,22456.0,3,Yes,Unknown,21.0,4.0,3,1,11.32,3,3.0,9,1,5,1965,No,2.67,B
31,Yes,Travel_frequently,1445.0,1.0,5,Unknown,1.0,1459,3,Female,100.0,4,3,Manufacturing director,2,Unknown,8931.0,1,Yes,Unknown,11.0,3.0,1,0,11.32,2,3.0,10,4,7,1992,Yes,2.0,B
40,No,Non-travel,218.0,8.0,1,Unknown,1.0,Unknown,4,Male,55.0,2,3,Research director,2,Unknown,25178.0,2,Unknown,No,11.0,3.0,3,1,16.0,5,3.0,9,4,8,1983,Yes,3.0,A
53,No,Unknown,447.0,2.0,3,Medical,1.0,1472,4,Male,39.0,4,4,Research director,2,Single,19764.0,4,Unknown,No,12.0,3.0,2,0,35.0,2,2.0,9,8,8,1970,Unknown,2.67,B
34,No,Unknown,829.0,15.0,3,Unknown,1.0,1485,2,Male,71.0,3,4,Research director,1,Unknown,11929.0,7,Yes,Unknown,14.0,3.0,4,2,16.0,3,2.0,14,6,9,1989,Yes,2.33,B
35,No,Travel_rarely,1029.0,16.0,3,Life sciences,1.0,Unknown,4,Female,91.0,2,3,Healthcare representative,2,Single,21195.0,1,Unknown,No,19.0,3.0,4,0,11.32,3,1.0,11,3,3,1988,Unknown,3.33,A
37,No,Unknown,674.0,13.0,3,Unknown,1.0,1543,1,Male,47.0,3,2,Research scientist,4,Married,3031.0,1,Unknown,Unknown,17.0,3.0,1,0,11.32,2,3.0,10,3,7,1986,Yes,2.0,B
42,No,Travel_frequently,802.09,2.0,3,Unknown,1.0,1547,4,Male,40.0,3,3,Healthcare representative,4,Unknown,18611.0,2,Unknown,Yes,14.0,3.0,3,1,24.0,3,1.0,20,13,9,1981,Unknown,3.67,A
45,No,Unknown,538.0,1.0,4,Unknown,1.0,1553,1,Male,66.0,3,3,Healthcare representative,2,Divorced,20933.0,1,Unknown,Unknown,12.0,3.0,1,3,11.32,4,3.0,10,7,7,1978,Yes,1.33,B
30,Yes,Travel_rarely,740.0,1.0,3,Unknown,1.0,1562,2,Male,64.0,2,2,Sales executive,1,Married,5323.0,1,Unknown,No,11.0,3.0,4,1,11.32,4,3.0,10,6,7,1993,Yes,2.33,B
